choice_id,label,choice_group,option_key,menu_text,sets_state,apply_effects_raw,effects_mapped,jump_to,source_file,line_number,has_dag_choice_tag,has_dag_branch_tag,stat_effects_known,confidence
choice_0020,day101_3_taking_stock_day1,day101_3_taking_stock_day1_menu_2,corruption,Exposure. Safety in knowing the threat. [[Corruption]],"story.set_day1_ledger_focus(""corruption"")","apply_effects(insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10""}",router:d1_reflect_done,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day101_non_canon.rpy,659,True,False,yes,medium
choice_0021,day101_4_write_the_chapter,day101_4_write_the_chapter_menu_1,inspiration,Frame it with order and structure. I must write what is safe. [[Inspiration]],"story.set_day1_ledger_focus(""inspiration"")","apply_effects(insp=15, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""15""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day101_non_canon.rpy,706,True,False,yes,medium
choice_0022,day101_4_write_the_chapter,day101_4_write_the_chapter_menu_1,corruption,Frame it with exposure and appetite. I must write the truth. [[Corruption]],"story.set_day1_ledger_focus(""corruption"")","apply_effects(insp=-10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""-10""}",router:d1_write_ch1,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day101_non_canon.rpy,716,True,False,yes,medium
choice_0023,day102_2_day2_chore_time,day102_2_day2_chore_time_menu_1,inspiration,"Work fast. Catalogue the room, the people, the risk. [[Inspiration]]",,,,day102_2_day2_insp_choice,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,312,True,False,unknown,medium
choice_0024,day102_2_day2_chore_time,day102_2_day2_chore_time_menu_1,corruption,Linger near the danger. Let the secret sharpen itself. [[Corruption]],,,,day102_2_day2_corr_choice,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,317,True,False,unknown,medium
choice_0025,day102_2_optional_character_chain,day102_2_optional_character_chain_menu_1,option_1,Let Miss Stern find me near the linen closet.,,,,,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,411,True,False,unknown,medium
choice_0026,day102_2_optional_character_chain,day102_2_optional_character_chain_menu_1,option_2,Steal an hour with Missy before Stern counts the sheets.,,,,,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,417,True,False,unknown,medium
choice_0027,day102_2_optional_character_chain,day102_2_optional_character_chain_menu_1,option_3,Drift toward the Locke Suite and watch who performs for whom.,,,,,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,423,True,False,unknown,medium
choice_0028,day102_2_optional_character_chain,day102_2_optional_character_chain_menu_1,option_4,Push the cart on and keep my hands honest.,,,,router:d2_reflect_done,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,429,True,False,unknown,medium
choice_0029,day102_3_coras_choice,day102_3_coras_choice_menu_1,prey_visible_risk_cleanest_conscience,"Confess enough to control the damage. [[Prey: visible risk, cleanest conscience]]",,,,day102_3_cora_confesses,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,575,True,False,unknown,medium
choice_0030,day102_3_coras_choice,day102_3_coras_choice_menu_1,predator_controlled_lie,Produce it as if discovering it now. [[Predator: controlled lie]],,,,day102_3_cora_pretends_to_find_it,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,580,True,False,unknown,medium
choice_0031,day102_3_coras_choice,day102_3_coras_choice_menu_1,ghost_clean_hands_dirty_outcome,"Let Missy take the shape of the blame. [[Ghost: clean hands, dirty outcome]]",,,,day102_3_cora_frames_missy,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,585,True,False,unknown,medium
choice_0032,day102_4_night,day102_4_night_menu_1,manuscript_progress,Write. Turn the suite into fiction before it rots. [[Manuscript progress]],,,,day102_4_cora_writes_a_chapter,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,1036,True,False,unknown,medium
choice_0033,day102_4_night,day102_4_night_menu_1,indulgence,Do not write. Stay inside the feeling a little longer. [[Indulgence]],,,,day102_4_cora_sneaks_a_feel,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day102_non_canon.rpy,1041,True,False,unknown,medium
choice_0034,day103_1_servants_corridor,day103_1_servants_corridor_menu_1,inspiration,Order. Safety in structure. [[Inspiration]],,,,day103_1_corridor_insp_chain,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,124,True,False,unknown,medium
choice_0035,day103_1_servants_corridor,day103_1_servants_corridor_menu_1,corruption,Exposure. Safety in knowing the threat. [[Corruption]],,,,day103_1_corridor_corr_chain,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,129,True,False,unknown,medium
choice_0036,day103_1_optional_character_chain,day103_1_optional_character_chain_menu_1,option_1,Follow Stern's discipline before the guest wing wakes.,,,,,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,222,True,False,unknown,medium
choice_0037,day103_1_optional_character_chain,day103_1_optional_character_chain_menu_1,option_2,Find Missy while the house is still bruised from yesterday.,,,,,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,228,True,False,unknown,medium
choice_0038,day103_1_optional_character_chain,day103_1_optional_character_chain_menu_1,option_3,Watch the Locke Suite door before the tea order becomes a summons.,,,,,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,234,True,False,unknown,medium
choice_0039,day103_1_optional_character_chain,day103_1_optional_character_chain_menu_1,option_4,Keep moving with the cart and give no one a reason.,,"apply_effects(insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10""}",day103_2_suite_gideon_tea,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,240,True,False,yes,medium
choice_0040,day103_2_suite_cora_vs_gideon,day103_2_suite_cora_vs_gideon_menu_1,inspiration,"Answer like a craftsman. Describe what is visible, not what is wanted. [[Inspiration]]",,,,day103_2_cora_vs_gideon_insp,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,348,True,False,unknown,medium
choice_0041,day103_2_suite_cora_vs_gideon,day103_2_suite_cora_vs_gideon_menu_1,corruption,Let him see that I understand the charge in the room. [[Corruption]],,,,day103_2_cora_vs_gideon_corr,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,353,True,False,unknown,medium
choice_0042,day103_2_suite_cora_vs_gideon,day103_2_suite_cora_vs_gideon_menu_1,suspicion_inspiration,Retreat into the maid's mask. Drop the brush. [[Suspicion + Inspiration]],,,,day103_2_cora_vs_gideon_ghost,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,358,True,False,unknown,medium
choice_0043,day103_3_bedroom_cora_frantic_writing_event,day103_3_bedroom_cora_frantic_writing_event_menu_1,frantic_write,Write with whatever time is left. [[Frantic Write]],,,,day103_3_frantic_write,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,633,True,False,unknown,medium
choice_0044,day103_3_bedroom_cora_frantic_writing_event,day103_3_bedroom_cora_frantic_writing_event_menu_1,prepare_mask,Prepare my uniform and mask. [[Prepare Mask]],,,,day103_3_prepare_mask,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,638,True,False,unknown,medium
choice_0045,day103_3_bedroom_cora_frantic_writing_event,day103_3_bedroom_cora_frantic_writing_event_menu_1,indulge_words,Re-read the dangerous words. [[Indulge Words]],,,,day103_3_indulge_words,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,643,True,False,unknown,medium
choice_0046,day103_4_room_stern_suspicion,day103_4_room_stern_suspicion_menu_1,suspicion,Be boring. Make the summons sound like ordinary service. [[-Suspicion]],"story.set_day3_stern_response(""boring"")","apply_effects(stern_susp=-10, insp=0, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""0"", ""stern_acute_susp_delta"": ""-10""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,785,True,False,yes,medium
choice_0047,day103_4_room_stern_suspicion,day103_4_room_stern_suspicion_menu_1,inspiration_mixed_risk,"Tell a partial truth. Admit he unsettles me. [[+Inspiration, mixed risk]]","story.set_day3_stern_response(""partial_truth"")","apply_effects(stern_susp=5, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""stern_acute_susp_delta"": ""5""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,804,True,False,yes,medium
choice_0048,day103_4_room_stern_suspicion,day103_4_room_stern_suspicion_menu_1,suspicion_if_she_sees_through_it,Play stupid. Make her underestimate me. [[+Suspicion if she sees through it]],"story.set_day3_stern_response(""stupid"")","apply_effects(stern_susp=10, insp=0, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""0"", ""stern_acute_susp_delta"": ""10""}",day103_2_suite_night_tea,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,824,True,False,yes,medium
choice_0049,day103_2_suite_night_tea,day103_2_suite_night_tea_menu_1,defiance,Deny him access. Keep the book mine. [[Defiance]],,,,day103_2_night_defy_gideon,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,935,True,False,unknown,medium
choice_0050,day103_2_suite_night_tea,day103_2_suite_night_tea_menu_1,bargain,Offer him a controlled fragment. Make curiosity serve me. [[Bargain]],,,,day103_2_night_bargain_gideon,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,940,True,False,unknown,medium
choice_0051,day103_2_suite_night_tea,day103_2_suite_night_tea_menu_1,surrender,Let him frighten me. Gather every detail. [[Surrender]],,,,day103_2_night_surrender_gideon,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,945,True,False,unknown,medium
choice_0052,day103_3_bedroom_final_write,day103_3_bedroom_final_write_menu_1,chapter_gate,Write until the candle dies. [[Chapter gate]],story.set_day3_failed_write(True),"apply_effects(stern_susp=0, insp=5, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""5"", ""stern_acute_susp_delta"": ""0""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,1143,True,False,yes,medium
choice_0053,day103_3_bedroom_final_write,day103_3_bedroom_final_write_menu_1,safety_over_progress,Do not write. Barricade the door and wait for morning. [[Safety over progress]],"story.set_day3_night_action(""barricade"")","apply_effects(stern_susp=10, insp=0, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""0"", ""stern_acute_susp_delta"": ""10""}",day104_1,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day103_non_canon.rpy,1201,True,False,yes,medium
choice_0054,day104_2_return_early,day104_2_return_early_menu_1,ghost_escape_high_suspicion,Hide in the cold hearth. Keep the evidence. [[Ghost escape: high suspicion]],,,,day104_2_escape_fireplace,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,182,True,False,unknown,medium
choice_0055,day104_2_return_early,day104_2_return_early_menu_1,prey_escape_high_visibility,Stand in the room and lie cleanly. Keep the evidence. [[Prey escape: high visibility]],,,,day104_2_escape_bold_lie,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,187,True,False,unknown,medium
choice_0056,day104_2_return_early,day104_2_return_early_menu_1,predator_escape_low_suspicion_moral_cost,"Use Missy as cover. Lose the evidence, preserve the alibi. [[Predator escape: low suspicion, moral cost]]",,,,day104_2_escape_missy_cover,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,192,True,False,unknown,medium
choice_0057,day104_3_stern_pressure,day104_3_stern_pressure_menu_1,suspicion,Give her the boring servant answer. [[-Suspicion]],"story.set_day4_stern_response(""boring"")","apply_effects(stern_susp=-15, insp=0, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""0"", ""stern_acute_susp_delta"": ""-15""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,484,True,False,yes,medium
choice_0058,day104_3_stern_pressure,day104_3_stern_pressure_menu_1,inspiration_small_suspicion,"Let her see I am frightened, not guilty. [[+Inspiration, small suspicion]]","story.set_day4_stern_response(""frightened"")","apply_effects(stern_susp=5, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""stern_acute_susp_delta"": ""5""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,500,True,False,yes,medium
choice_0059,day104_3_stern_pressure,day104_3_stern_pressure_menu_1,conditional_moral_cost,Hide behind Missy if she was used. [[Conditional moral cost]],"story.set_day4_stern_response(""missy_cover"")","apply_effects(stern_susp=-10, missy_susp=10, insp=0, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""0"", ""missy_acute_susp_delta"": ""10"", ""stern_acute_susp_delta"": ""-10""}",day104_4_twilight_ledger_false_dawn,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,516,True,False,yes,medium
choice_0060,day104_4_twilight_ledger_false_dawn,day104_4_twilight_ledger_false_dawn_menu_1,atonement,Perform visible penance to lower their guard. [[Atonement]],,,,day104_4_atonement,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,581,True,False,unknown,medium
choice_0061,day104_4_twilight_ledger_false_dawn,day104_4_twilight_ledger_false_dawn_menu_1,triumphant_write,Risk the dark room to write the triumphant chapter. [[Triumphant Write]],,,,day104_5_triumphant_chapter,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,586,True,False,unknown,medium
choice_0062,day104_4_twilight_ledger_false_dawn,day104_4_twilight_ledger_false_dawn_menu_1,triumphant_write,Risk the dark room to write the triumphant chapter. [[Triumphant Write]],,,,day104_4_twilight_ledger_false_dawn,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,591,True,False,unknown,medium
choice_0063,day104_4_twilight_ledger_false_dawn,day104_4_twilight_ledger_false_dawn_menu_1,missy_repair,Find Missy and salvage what remains of her trust. [[Missy Repair]],,,,day104_4_missy_repair,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,598,True,False,unknown,medium
choice_0064,day104_4_missy_repair,day104_4_missy_repair_menu_1,tender_romance_path_b_intimacy,"Give her the raw, romantic truth. Offer my vulnerability. [[Tender Romance / Path B Intimacy]]","story.set_missy_day4_repair_state(""partial_truth"")","apply_effects(missy_susp=-25, vance_susp=5, insp=15, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""15"", ""missy_acute_susp_delta"": ""-25"", ""vance_acute_susp_delta"": ""5""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,693,True,False,yes,medium
choice_0065,day104_4_missy_repair,day104_4_missy_repair_menu_1,guarded_distance,Keep the truth. Offer a coward's comfort. [[Guarded Distance]],"story.set_missy_day4_repair_state(""comfort_lie"")","apply_effects(missy_susp=-10, insp=0, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""0"", ""missy_acute_susp_delta"": ""-10""}",day104_6_false_dawn_ending,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day104_non_canon.rpy,716,True,False,yes,medium
choice_0066,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,observer_muse,To finish the book. [[Observer / Muse]],,,,day105_4_motivation_observer,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day105_non_canon.rpy,347,True,False,unknown,medium
choice_0067,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,predator_protégé,To stand where you stand. [[Predator / Protégé]],,,,day105_4_motivation_predator,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day105_non_canon.rpy,352,True,False,unknown,medium
choice_0068,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,prey_adversary,"Because you frightened me, and I needed something that frightened you back. [[Prey / Adversary]]",,,,day105_4_motivation_prey,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day105_non_canon.rpy,357,True,False,unknown,medium
choice_0069,day105_4_why_did_you_do_it,day105_4_why_did_you_do_it_menu_1,ghost_witness,Because people like you survive by not being seen. [[Ghost / Witness]],,,,day105_4_motivation_ghost,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day105_non_canon.rpy,362,True,False,unknown,medium
choice_0070,day105_5_gideon_marks_cora,day105_5_gideon_marks_cora_menu_1,pragmatic_entanglement,Take it. Survival first. [[Pragmatic entanglement]],"story.set_gideon_entanglement_level(""accepted_money"")","apply_effects(insp=5, corr=10)","{""corruption_delta"": ""10"", ""inspiration_delta"": ""5""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day105_non_canon.rpy,664,True,False,yes,medium
choice_0071,day105_5_gideon_marks_cora,day105_5_gideon_marks_cora_menu_1,defiant_poverty,Refuse it. Keep one clean line. [[Defiant poverty]],"story.set_gideon_entanglement_level(""refused_money"")","apply_effects(vance_susp=5, insp=10, corr=0)","{""corruption_delta"": ""0"", ""inspiration_delta"": ""10"", ""vance_acute_susp_delta"": ""5""}",,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day105_non_canon.rpy,680,True,False,yes,medium
choice_0072,day105_5_gideon_marks_cora,day105_5_gideon_marks_cora_menu_1,ghost_option,"Leave it untouched, but remember where he placed it. [[Ghost option]]","story.set_gideon_entanglement_level(""deferred_money"")","apply_effects(vance_susp=-5, insp=5, corr=5)","{""corruption_delta"": ""5"", ""inspiration_delta"": ""5"", ""vance_acute_susp_delta"": ""-5""}",day105_6_manuscript_reckoning,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/day105_non_canon.rpy,698,True,False,yes,medium
choice_0073,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_1,Render label-based book1 prose: day2_chapter (predator + trust break),,,,test_day2_render_book1_day2_predator,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/test_day2_writing_non_canon.rpy,29,True,False,unknown,medium
choice_0074,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_2,Render label-based book1 prose: day2_chapter (ghost + stern/missy pressure),,,,test_day2_render_book1_day2_ghost,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/test_day2_writing_non_canon.rpy,34,True,False,unknown,medium
choice_0075,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_3,Render label-based book1 prose: day2_chapter (prey + partial confession),,,,test_day2_render_book1_day2_prey,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/test_day2_writing_non_canon.rpy,39,True,False,unknown,medium
choice_0076,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_4,Render book1 event: day1_chapter,,,,test_book1_render_day1_chapter,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/test_day2_writing_non_canon.rpy,44,True,False,unknown,medium
choice_0077,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_5,Render book1 event: day3_chapter,,,,test_book1_render_day3_chapter,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/test_day2_writing_non_canon.rpy,49,True,False,unknown,medium
choice_0078,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_6,Render book1 event: day4_triumphant_chapter,,,,test_book1_render_day4_triumphant_chapter,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/test_day2_writing_non_canon.rpy,54,True,False,unknown,medium
choice_0079,test_day2_writing_harness,test_day2_writing_harness_menu_1,option_7,Render book1 event: day5_reckoning_chapter,,,,test_book1_render_day5_reckoning_chapter,narrative/draft/releases/release-1-mvp/non_prod_renpy_project/game/days/test_day2_writing_non_canon.rpy,59,True,False,unknown,medium
